complete_name	location	legislation	network	year_established	core_area_ha	buffer_area_ha
Tacub Fish Sanctuary	Tacub Kauswagan Lanao Del Norte	MO Article 4 Section 17 Series of 2010	null	2010	9	0
Banban Fishery and Refuge Center	Banban Dimiao Bohol	Municipal Ordinance Mun Ord  8-2001	null	2001	9.03	0
Maasin City Fish Sanctuary	Guadalupe Maasin Southern Leyte   / Bilibol Maasin Southern Leyte	Municipal Ordinance No. 1995-11	null	1995	9.09	0
Calusa Marine Sanctuary	null null null	MO No. 01-2009	null	2009	9.1	0
Sea Turtle Marine Protected Area	null Dauin Negros Oriental	Municipal Ordinance Mun. Ordinance No. 02 series of 2000	null	2000	9.17	0
Marble Reef	null Romblon Romblon	NA	null	0	9.177	0
Poblacion Dicstrict 1 Marine Reserve	null Dauin Negros Oriental	Municipal Ordinance Mun Ord  02-2000	null	2000	9.1779	0
Sta. Cruz Sanctuary	Santa Cruz Ronda Cebu	Combination PD 704, PD705; MO# 89-2002	null	2002	9.2	0
Tandayag Marine Sanctuary	Tandayag Amlan Negros Oriental	Municipal Ordinance No. 02  (1996)	null	1996	9.22	0
Tan-awan Marine Protected Area	Tan-Awan Oslob Cebu	Municipal Ordinance #091 Series of 2012	null	2012	9.26	0
Mabaw Reef Marine Sanctuary	null Tagbilaran City Bohol   / Ubujan Tagbilaran City Bohol	C-191 Declaration of Mabaw Reef City Ordinance No. 204	null	2006	9.288	0
Ubayon Marine Sanctuary	null Loon Bohol	Municipal Ordinance Mun Ord 1-006-2001	null	2000	9.3	0
Granada Marine Sanctuary	Granada Boljoon Cebu	Municipal Ordinance No. 04 Series of 2002	null	2002	9.35	0
Garza Fish Sanctuary and Refuge	null Magsaysay Occidental Mindoro	Municipal Fishery Ordinance No. 019-2007 under Municipal Resolution No. 097-2007	null	2007	9.4	0
Bonbon Seagrass Sanctuary	Bonbon Clarin Bohol	Municipal Ordinance #8 Series of 2000	null	2000	9.45	0
Kabug Marine Reserve	null Glan Sarangani	Barangay Ordinance BO# 15	null	0	9.5	0
LUFFEA Mangrove Conservation	Luna Bolinao Pangasinan	aaa	null	2005	9.5	1
Zaragosa Badian Island Marine Sanctuary	Zaragosa Badian Cebu	Municipal Ordinance Mun Ord 05-2006; Mun Ord  1-89-1987; Municipal Resolution No. 110 -1987	null	1987	9.6	0
Itum Marine Sanctuary	Itum Duero Bohol	Municipal Ordinance Mun Ord  02-2003	null	2003	9.73	0
Panghiawan Marine Protected Area	null Catarman Camiguin	Catarman CRM Code of 2011	null	2011	9.77	0
Caniogan MPA	null null Pangasinan	Municipal Ordinance MO# 1-2001	null	2001	9.8	0
Lawis Fish Sanctuary	Lawis Calape Bohol	Municipal Ordinance 002, Series 1986; Mun. Ord. 08, series 2003	null	2003	9.9	0
Ditangol Marine Sanctuary	Ditawini Dinalungan Aurora	2004-017 management and Utilization and Protection of Coastal Resources	null	2004	10	1
Taboc Marine Sanctuary	Taboc Libertad Antique	Resolution no. 064-99	null	1999	10	1
Igdanlog Marine Protected Area	Igbalogo Tobias Fornier Antique	Brgy. Ordinance No.13 Series of 2011	null	2011	10	1
Brgy. Buenavista Fish Sanctuary	null Palompon Leyte	NA	null	0	10	0
Pooc Marine Sanctuary	Pooc Santa Fe Cebu	BO No. 11 s of 2003	Pook MPA Ordinance	null	2000	10	0
Bolusao Fish Sanctuary	null Lawaan Eastern Samar	Municipal Ordinance Mun. Ord. (not specified)	null	2000	10	0
Pantudlan Fish Sanctuary	null Loon Bohol	Municipal Ordinance Mun Ord  005-1999	null	1999	10	0
San Jose Marine Reserve	San Jose La Libertad Negros Oriental	Municipal Ordinance 01 Series of 1996; MO 04 S of 2009 - Revised San Jose MPA Ordinance	null	1996	10	0
Lipakan Artificial Reef	null Salug Zamboanga Del Norte	NA	null	0	10	0
Basdacu Fish Refuge and Sanctuary	Basdacu Loon Bohol	Municipal Ordinance Mun Ord  12-007-2002, MO# 01-004	null	2002	10	0
Canawan Artificial Reef	null Salug Zamboanga Del Norte	NA	null	0	10	0
Lutoban Marine Reserve	null Zamboanguita Negros Oriental	Resolution brgy. Res dated 12-19-93	null	2002	10	0
Libagong Fish Sanctuary	null Villaba Leyte	NA	null	0	10	0
Capones Island Marine Protected Area	Pundaquit San Antonio Zambales   / San Miguel San Antonio Zambales	RA 7160, RA 8550	null	2011	10	0
Brgy. Dos Artificial Reef Fish Santuary	null Katipunan Zamboanga Del Norte	Municipal Ordinance MO.	null	0	10	0
Bolisong Marine Sanctuary	Bolisong Manjuyod Negros Oriental	Municipal Ordinance Mun Ord  003-1995	null	1987	10	0
Canlawron Marine Refuge and Sanctuary	null Jetafe Bohol	Municipal Ordinance Mun Ord 08-2002	null	2005	10	0
Pinagbayangan, Guiniyangan Fish Sanctuary	null Ragay Camarines Sur	NA	null	0	10	0
East Ulbujan-West Ulbujan Marine Sanctuary	Ulbujan East Garcia Hernandez Bohol   / Ulbujan West Garcia Hernandez Bohol	Resolution Res. No. 002-2003	null	2001	10	0
Luyang Mangrove Reserve	null Siquijor Siquijor	Municipal Ordinance Municipal Ordinance (not specified)	null	1997	10	0
Caracol Fish Sanctuary	null Salug Zamboanga Del Norte	Municipal Ordinance MO# 19	null	0	10	0
Pinanggala Fish Sanctuary	null Marabut Samar	Municipal Ordinance Mun Ord  2001-09	null	2001	10	0
Tubigan, Zarraga Coastal Resource Management	null Zarraga Iloilo	NA	null	0	10	0
Cuasi Fish Refuge and Sanctuary	Cuasi Loon Bohol	Municipal Ordinance Mun Ord  004-2001	null	2001	10	0
Lawis Seagrass Sanctuary	Lawis Inabanga Bohol	Municipal Ordinance No. 06 Series 2000	null	2000	10	0
San Francisco Seagrass Reserve Area	San Francisco Barotac Viejo Iloilo	NA	null	0	10	0
Brgy. Pinantao Fish Sanctuary	null null Leyte	Resolution	null	0	10	0
Sondol Fish Sanctuary	null Loon Bohol	Municipal Ordinance Mun Ord (specific number not obtained)	null	1999	10	0
Pangi Marine Sanctuary	Pangi Libagon Southern Leyte	Barangay Ordinance Brgy. Ord. No. 09-2008	null	2008	10	0
Kilolorum Real Marine Sanctuary	null Real Quezon	NA	null	1997	10	0
Lampinigan Island Marine Protected Area	Bawang Boug Zamboanga Sibugay	to follow	null	2005	10	0
Patao Marine Sanctuary	null Bantayan Cebu	Municipal Ordinance Mun Ord  08-1999	null	1999	10	0
Calayugan Sur Fish Sanctuary	Calayugan Sur Loon Bohol	Municipal Ordinance MO# 97-01, Mun Ord 02-007-2002	null	1997	10	0
Napantao Marine Sanctuary	Napantao San Francisco Southern Leyte	Municipal Ordinance Mun.Ord. No. 2001-120	null	1996	10	0
Hilantagaan Daku Fish Sanctuary (Dakong Baybay Fish Sanctuary)	null Santa Fe Cebu	Municipal Ordinance Resolution No. 75-2000; Presidential Proclamation No. 1234	null	1998	10	0
Balagbag Reef Fish Sanctuary	null Calauag Quezon	Municipal Ordinance MO	null	2005	10	0
Polo Bato MPA	null Bacungan Zamboanga Del Norte	NA	null	1998	10	0
Pangalaycayan Marine Sanctuary	Pangalaycayan Bindoy Negros Oriental	Municipal Ordinance Mun Ord 2008-004



CVRP - 1986 - Mangrove	null	2008	10	10
Alang-alang Marine Sanctuary	null Tabogon Cebu	NA	null	2000	10	0
Domolog Marine Reserve	Domolog Bindoy Negros Oriental	Municipal Ordinance MO# 2003-04	null	2003	10	0
Brgy. Jordan Fish Sanctuary	null Villaba Leyte	NA	null	0	10	0
Corte-Baud Marine Sanctuary	Corte Baud Jetafe Bohol	Municipal Ordinance Mun Ord 08-2002	null	2002	10	0
Tanauan Fish Sanctuary	null Plaridel Quezon	Municipal Ordinance MO	null	2005	10	0
Tabero Marine Reserve	Tabo-O Jimenez Misamis Occidental	Municipal Ordinance	null	2004	10	0
Tabugon Marine Reserve	null null Southern Leyte	Municipal Ordinance Mun Ord  2001-120; Brgy. Res. No. 02-1993	null	1996	10	0
Bantigue Marine Sanctuary	Bantigue Bantayan Cebu	Municipal Ordinance Mun Ord  08-1999 ( to be amended)	null	1999	10	0
Biasong Fish Sanctuary	null San Remigio Cebu	Municipal Ordinance Mun Ord 10-1996; Mun Ord  32-2002	null	1996	10	0
Dongon and Tamparan Fish Sanctuary	null null Sarangani	Barangay Ordinance BO #1	null	0	10	0
Pangubaan Reef Fish Sanctuary	Ilangay Lupon Davao Oriental   / Poblacion Lupon Davao Oriental	MO # 98-001	Davao Gulf Marine Protected Area Network Plan	1998	10	0
Otikon Marine Sanctuary	Otikon Libagon Southern Leyte	Barangay Ordinance Brgy. Ord. No. 02-1994	null	1994	10	0
Sta. Brigida Fish Sanctuary	null Mansalay Oriental Mindoro	NA	Oriental Mindoro Marine Protected Area And Fishery Law Enforcement Network (Ommpafle Network)	0	10	0
Salag Marine Reserve	Salag Siaton Negros Oriental	Municipal Ordinance Mun Ord  03 S 2001; Mun. Res. No. 10-2001	null	2001	10	0
Casama Fish Sanctuary	null Alabat Quezon	Municipal Ordinance MO	null	2005	10	0
Silangang Kalutan Fish Sanctuary	null Agdangan Quezon	Municipal Ordinance MO	null	2001	10	0
Doong Marine Sanctuary	Doong Bantayan Cebu	Municipal Ordinance Mun Ord  08-1999 (to be amended)	null	1999	10	0
Cawayan Marine Park & Sanctuary	Cawayan Dalaguete Cebu	Municipal Ordinance Resolution No. 186-2006; Mun Ord 145-2006	null	2006	10	0
N. Zabala/Balbaguenan and Pangadlawan Reef	null Roxas Palawan	MO 435 s.2013	null	2013	10	0
Guinosayan Reef Fish Sanctuary	null Calauag Quezon	Municipal Ordinance MO	null	2001	10	0
Bacong Artificial Reef	null Salug Zamboanga Del Norte	NA	null	0	10	0
Lower Lasang Fish Sanctuary	null Malapatan Sarangani	NA	null	0	10	0
Luyong-Baybay Marine Sanctuary	Luyongbaybay Bantayan Cebu	Municipal Ordinance Mun Ord 08-1999	null	1997	10	0
Borot Fish Sanctuary	null Governor Generoso Davao Oriental	Municipal Ordinance MO# 3	Davao Gulf Marine Protected Area Network Plan	1998	10	0
Bahurang Malapad-Silag Reef Marine Reserve	Salvacion Agdangan Quezon   / Silangang Calutan Agdangan Quezon	#97 - 2002	null	2002	10	20
Karihatag Marine Fish Sanctuary	Karihatag Malimono Surigao Del Norte	2009 Legislation	null	2009	10	0
Cagtinae Marine Sanctuary	Cagtinae Malimono Surigao Del Norte	Municipal Ordinance No. 1 Series of 2011	null	2011	10	0
Kabasalan Marine Protected Area	Riverside Kabasalan Zamboanga Sibugay	Municipal Or. 10 Series 2012	null	2012	10	3
Binabalian Marine Protected Area	Binabalian Bolinao Pangasinan	Resolution # 2005-58	null	2005	10	1
Tugas Marine Sanctuary	Tugas Jetafe Bohol	Mun. Ord. No. 8 Series 2002	null	2002	10	0
Santa Paz Fish Sanctuary	Santa Paz Sur San Francisco Southern Leyte	NA	null	2010	10	0
Punta Fish Sanctuary	Punta San Francisco Southern Leyte	NA	null	2009	10	0
Poblacion-Tugar Fish Sanctuary	Tugar Kauswagan Lanao Del Norte   / Poblacion Kauswagan Lanao Del Norte	MO Article 4 Section 17 Series of 2010	null	2010	10	0
Tacasan Fish Sanctuary	null null null	Municipal Ordinance 01 s2002	null	2002	10	14
Tacasan Fish Sanctuary	null null null	Municipal Ordinance 01 s2002	null	2002	10	14
Tacasan Fish Sanctuary	null null null	Municipal Ordinance No. 1 s 2002	null	2002	10	14
Tacasan Fish Sanctuary	null null null	Municipal Ordinance 01 s2002	null	2002	10	14
Tacasan Fish Sanctuary	null null null	Municipal Ordinance 01 s2002	null	2002	10	14
Tacasan Fish Sanctuary	null null null	Municipal Ordinance No. 1 s 2002	null	2002	10	14
Tacasan Fish Sanctuary	null null null	Municipal Ordinance 01 s2002	null	2002	10	0
Tacasan Fish Sanctuary	null null null	Municipal Ordinance 01 s2002	null	2002	10	0
Tacasan Fish Sanctuary	null null null	Municipal Ordinance No. 1 s 2002	null	2002	10	0
Guiwanon-Punta Cruz Marine Sanctuary	Punta Cruz Maribojoc Bohol   / Guiwanon Maribojoc Bohol	Municipal Ordinance Mun Ord  (not indicated)	null	1995	10.05	0
Bontoc Fish Sanctuary	null Hindang Leyte	Resolution No. 1 Series of 2001	null	2009	10.1	0
Sto. Nino Seagrass Sanctuary	null Inabanga Bohol	Municipal Ordinance Mun Ord 21-2000	null	2000	10.1	0
Gosoon Fish Sanctuary	Gosoon Carmen Agusan del Norte	Most recent legal declaration (e.g. municipal ordinance)

Municipal Fisheries Ordinance no.5 series of 2003	null	2003	10.11	0
Malaga Marine Reserve	Malaga Bindoy Negros Oriental	Municipal Ordinance Mun Ord  02-1996

SB Res. #96-24  ( 03-27-96)

Ammended Mun. Ord. No.01 series 2009	null	1996	10.257	0
Banilad-Guinapangan Fish Sanctuary	null Pinamalayan Oriental Mindoro	Municipal Fishery Ordinance No.02-2010	Oriental Mindoro Marine Protected Area And Fishery Law Enforcement Network (Ommpafle Network)	2010	10.28136381	0
Tabunan Marine Sanctuary	null Borbon Cebu	Municipal Ordinance Mun. Ord. No. 01 Series 2004; Res. No. 01 Series 2004	null	2004	10.31	0
Pig-ot Shell Garden and Marine Sanctuary	null Loon Bohol	Municipal Ordinance Mun Ord 004-2001, MO# 01-005	null	2000	10.32	0
Poblacion Marine Protected Area	Poblacion Panglao Bohol	NA	null	2005	10.32	0
Tugas Marine Sanctuary	Tugas Pres. Carlos P. Garcia Bohol	Municipal Ordinance No. 11-95 Year 2008	null	2008	10.35	0
Legaspi Marine Sanctuary	null Alegria Cebu	Municipal Ordinance Mun Ord 1-2002	null	2002	10.35	0
Banilad-Simborio Fish Sanctuary	null Pinamalayan Oriental Mindoro	Municipal Fishery Ordinance No.02-2010	Oriental Mindoro Marine Protected Area And Fishery Law Enforcement Network (Ommpafle Network)	2010	10.40805277	0
Lingsat Marine Protected Area	null San Fernando City (Capital) La Union	City Ordinance No. 2006-013 (City Environment Code),  City Ordinance No. 2012-03 (An Ordinance Establishing a Marine Protected Area in Barangay Lingsat, Creating its Management Plan)	null	2012	10.43	70.57
Madangog Fish Sanctuary	Madangog Calape Bohol	Municipal Ordinance Mun Ord 10-03	null	2003	10.45	0
Pasil Marine Sanctuary	Pasil Santander Cebu	Municipal Ordinance Mun Ord  27-2002	null	2002	10.45	0
Tag-ulo Marine Reserve	null Dapitan City Zamboanga Del Norte	NA	null	2003	10.48	0
Jagoliao Fish Refuge and Sanctuary	Jagoliao Jetafe Bohol	Brgy. Resolution No. 8 Series 1998; 

Municipal Ordinance No. 08 Series 2002;

Municipal Ordinance No. 06 Series 2003	null	1998	10.5	0
Bilang-Bilangan Fish Sanctuary	null Tubigon Bohol	Municipal Ordinance No. 1 Series 1999;

Municipal Ordinance No. 2009-04-297;

Tubigon CRM Code 2000-01-167-2000	null	1999	10.5	0
MARIKABAN Marine Protected Area	Maricaban Santa Fe Cebu	NA	null	2004	10.5	0
Linusotan Coral Garden and Marine Park	Linosutan Island Garden City of Samal Davao Del Norte	CO # 2001-51	Davao Gulf Marine Protected Area Network Plan	2001	10.5	11.07
Pasiagan Fish Sanctuary	Pasiagan Bongao Tawi Tawi	MO #176 S-2009	null	2009	10.55	0
Libas Marine Sanctuary	null Borbon Cebu	Municipal Ordinance Mun. Ord. No. 01 Series
2004	null	2004	10.595	0
Bantiguian Marine Sanctuary	Saguise Pres. Carlos P. Garcia Bohol	Municipal Ordinance 09-041 Series 2004	null	2004	10.6	0
Sidlakan Marine Sanctuary	Saguise Pres. Carlos P. Garcia Bohol	Municipal Ordinance No. 06-2000;

Municipal Ordinance No. 09-041-2004	null	2004	10.6	0
Alejawan Marine Sanctuary	Alejawan Duero Bohol	Municipal Ordinance Mun Ord  02-2003	null	1999	10.67	0
Madridejos Marine Sanctuary	null Alegria Cebu	Municipal Ordinance Municipal Resolution No. 154-2003 amending Mun Ord  5-1994	null	1994	10.78	0
Ilog Malino Marine Protected Area	null Bolinao Pangasinan	Municipal Ordinance Ordinance No. 2002-09	null	2007	10.8	0
Patar Marine Sanctuary	Patar Bolinao Pangasinan	Municipal Ordinance SB Resolution 2005-55	null	2005	10.8	0
Estanza Marine Protected Area	Estanza Bolinao Pangasinan	Resolution # 2005-55	null	2005	10.8	0
Glan Padidu Marine Protected Area	Glan Padidu Glan Sarangani	Glan Coastal and Fishery Resources Management Ordinance of 2000, Ordinance No. 2000-04	null	2000	10.86	0
Caubang Marine Reserve	Caubang Pintuyan Southern Leyte	Municipal Ordinance No. 2014-08	null	2014	10.88	0
Hugom Marine Protected Area	Hugom San Juan Batangas	MO 01-2010, amended Municipal Ordinance No. 07-2006 / RA 8550	null	1999	11	0
Sta Ana Marine Protected Area	Santa Ana Calatagan Batangas	Calatagan Environmental Code 2009/ Barangay Ordinance	Batangas Marine Protected Area And Bantay Dagat Network	1995	11	0
Gumasa Fish Sanctuary	null Glan Sarangani	NA	null	0	11	0
Kabiling Tupsan Fish Sanctuary	null Mambajao Camiguin	NA	null	2003	11	0
Dao-San Isidro Marine Sanctuary	San Isidro (Canlongon) Dauis Bohol	Municipal Ordinance Mun Ord  07-2005	null	2002	11	0
Haya-an Islet Wilderness Area	null Tubigon Bohol	Proclamation PP# 2151 & PP# 225229	null	0	11	0
San Fernando Marine Sanctuary	null Del Carmen Surigao Del Norte	Municipal Ordinance # 002 Series of 2014

	* Declaring Brgy.Caub /San Fernando Fish & marine Sanctuary in the Municipality of Del Carmen,Province of Surigao del Norte	null	2014	11	22
Pio del Pilar Fish Sanctuary	null Biri Northern Samar	Municipal Ordinance Mun. Ord. 02-2005	null	2002	11.02	0
Calunangan-Benabaye Fish Sanctuary	null Merida Leyte	Municipal Ordinance Mun. Fisheries Ord. No. 02-2003	null	0	11.04	0
Burason Fish Sanctuary	Alambique Gigaquit Surigao Del Norte	NA	null	2012	11.18	0
Cogon Fish Sanctuary	Cogon Anahawan Southern Leyte	Municipal Ordinance No. 2003-02	null	2003	11.25	0
Sawang Marine Sanctuary	null Sibutad Zamboanga Del Norte	NA	null	2005	11.34	0
Santa Filomena (Sta. Fe) Marine Sanctuary	Santa Filomena Albuquerque Bohol	Municipal Ordinance Mun Ord  05-2002; Mun Ord No. 06-2001	null	2002	11.5251	0
Banquil Marine Reserve Area	null Villareal Samar	Municipal Ordinance Mun. Ord. (specific number not obtained)	null	1996	11.55	0
Mantampok Islet Marine Sanctuary	Santo Nino Quinapondan Eastern Samar	Municipal Ordinance Mun Ord  97-01	null	2003	11.6	1
Candugay Marine Protected Area	Candugay Barili Cebu	Municipal Ordinance #29-2014	null	2014	11.6	0
Sumaclob Reef Fish Sanctuary	null Puerto Princesa City Palawan	NA	null	2010	11.67	0
Pagbilao Fish Sanctuary	null Pagbilao Quezon	NA	null	0	11.7865	0
Pambato Reef Marine Sanctuary	null Puerto Princesa City Palawan	Municipal Ordinance Ordinance No. 390: The Pambato Reef Marine Sanctuary Ordinance of 2008	null	2008	11.79	0
Guinob-an Marine Reserve and Fish Sanctuary	Guinob-An Lawaan Eastern Samar	Brgy.Ord. No. 01-1994, Mun. Ord. No. 02& 04-1994, Sangguniang Bayan Resolution No. 52, Series of 1995, Sangguniang Panlalawigan No. 450, Series of 1996	null	1994	11.8	1
Cabacongan Fish Sanctuary	Cabacongan Loon Bohol	Municipal Ordinance Mun Ord  7-1997;             Municipal Order No.02-007-2002	null	1997	11.8	0
Pamilacan Island Fish Sanctuary	Pamilacan Baclayon Bohol	Municipal Ordinance Municipal Ordinance 01-1994	null	1986	11.9	0
Tinigbas Marine Sanctuary	Tinigbas Libertad Antique	Resolution no. 073-1998	null	1998	12	1
Magluto Reef	Lupok Guiuan Eastern Samar	NA	null	2010	12	1
Cabog, Kapatan Fish Sanctuary	Kapatan Glan Sarangani	Glan Coastal and Fishery Resources Management Ordinance of 2000, Ordinance No. 2000-04	null	2000	12	0
Pagatban Lampirong Reserve	null Bayawan Negros Oriental	Municipal Ordinance Res. No. No. 663; City Ord. No. 40	null	2003	12	0
Talaga Marine Sanctuary	Talaga Argao Cebu	Municipal Ordinance Mun Ord  65-2003	null	2003	12	0
Brgy. Sugod Artificial Coral Reef	null null Samar	Ap.O #7	null	1995	12	0
Ginablan Marine Sanctuary	Ginablan Badian Cebu	Municipal Ordinance MO# 09-2003	null	2003	12	0
Cangmunag Marine Sanctuary	Cangmunag San Juan Siquijor	Municipal Ordinance Mun. Ord. No. 2010-004	null	2010	12	0
Bogo Marine Sanctuary	Bogo Argao Cebu	Municipal Ordinance Mun Ord  65-2003	null	2002	12	0
Bacutan Reef Fish Sanctuary (Brgy. Astorga)	null Santa Cruz Davao Del Sur	Resolution BR# 57-A	null	2003	12	0
Olivo Marine Sanctuary	null Tabuelan Cebu	Municipal Ordinance Municipal Ordinance (not specified in CCEF)	null	2000	12	0
Sto. Nino Fish Sanctuary	Santo Nino Talibon Bohol	Municipal Ordinance Mun Ord 98-2001	null	2001	12	0
Tulic Marine Sanctuary	Tulic Argao Cebu	Municipal Ordinance Mun Ord  65-2003	null	2002	12	0
Bulasa Marine Sanctuary	Bulasa Argao Cebu	Municipal Ordinance Mun Ord  65-2003	null	2003	12	0
Casay Marine Sanctuary	Casay Argao Cebu	Municipal Ordinance Mun Ord  65-2003	null	2003	12	0
Poblacion FS	null Ferrol Romblon	NA	null	2002	12	0
Binlod Marine Sanctuary	Binlod Argao Cebu	Municipal Ordinance Mun Ord  65-2003; Republic Act No. 7160; Republic Act No. 8550	null	2003	12	0
Balud - Consolacion Marine Park and Sanctuary	Consolacion Dalaguete Cebu   / Balud Dalaguete Cebu	Municipal Ordinance Mun Ord  70-2002	null	2002	12	0
Talo-ot Marine Sanctuary	Talo-Ot Argao Cebu	Municipal Ordinance Mun Ord  65-2003	null	2003	12	0
Langtad Marine Sanctuary	Langtad Argao Cebu	Municipal Ordinance Mun Ord  65-2003; Resolution No. 29	null	2002	12	0
Kapatan Marine Protected Area	null Glan Sarangani	NA	null	1996	12	0
Rizal Fisher-folk Marine Protected Area	Rizal Santa Monica Surigao Del Norte	2009 Legislation (29has)

2010 Legislation (12has)	null	2009	12	0
Banot Island Reef Fish Sanctuary	Botilao Santa Cruz Marinduque	MO #105 S of 2016	null	2016	12	0
Ginatilan Marine Sanctuary	Poblacion Ginatilan Cebu	Municipal Ordinance Mun Ord  001-2006	null	2006	12.01	0
Taculing - Canmalalag  Marine Protected Area	Taculing Larena Siquijor   / Cangmalalag Larena Siquijor	Municipal Ordinance Mun Ord  28,-1998	null	1988	12.13	0
Agtongo's Rock (Brgy. Agtongo)	null Romblon Romblon	NA	null	0	12.172	0
Guiwanon Marine Protected Area	Giwanon Barili Cebu	Municipal Ordinance #10 - 2013	null	2013	12.2	0
Minolos Marine Protected Area	Minolos Barili Cebu	Municipal Ordinance #10 - 2013	null	2013	12.2	0
